code,discountType,id,order_id,value
ONL38%,Value,116,5ea7b3b3fdfe6f18dcef8a0e,2700000
ONL38%,Value,117,5e9fb33fc7b3e62e0f54ee6e,2700000
ONL38%,Value,118,5eb7b7ebdfd1a27b3dd8f298,2700000
ONL38%,Value,119,5ea434b5fdfe6f18dcef620e,2700000
ONL38%,Value,120,5e9d0b8fc6bd683ba8aad58a,2700000
ONL38%,Value,121,5eb3880a68c5266a5747841a,2700000
ONL38%,Value,125,5ea11f6fd8b38561bf4dd391,2700000
ONL38%,Value,132,5eb3ca6768c5266a57478f79,2700000
ONL38%,Value,133,5ebab67e84d10c14926266b3,2700000
ONL38%,Value,137,5eba112484d10c1492625459,2700000
ONL38%,Value,146,5eb62b0568c5266a5747c16b,2700000
ONL38%,Value,152,5ec64ba626d29f0634f4fa50,2700000
ONL38%,Value,153,5eb12ea92a65210de2c3b657,2700000
ONL38%,Value,154,5ebe48d5313bda013a82a2c5,2700000
ONL38%,Value,157,5eba1b6084d10c14926256df,2700000
ONL38%,Value,158,5ebbeaea313bda013a8261bd,2700000
ONL38%,Value,163,5ebe382e313bda013a82a144,2700000
ONL38%,Value,164,5ec9f21ccaae410f37e0d2e0,2700000
ONL38%,Value,167,5ec8863fcaae410f37e0ccac,2700000
ONL38%,Value,171,5efc6b65f179d00f2e55deba,2700000
ONL38%,Value,173,5ee0d100ab687e11df29fc24,2700000
ONL38%,Value,174,5ecc93ab38ab6c168ae2079a,2700000
ONL38%,Value,175,5ecf4fbe1c2f081a1dd06d06,2700000
ONL38%,Value,180,5ecc891a38ab6c168ae20540,2700000
ONL38%,Value,181,5ed4caedfbca1c102552d8a9,2700000
ONL38%,Value,188,5ede1a93fd26f40fa91fdf80,2700000
ONL38%,Value,189,5ed3bd64fbca1c102552bb5b,2700000
ONL38%,Value,193,5ee44c12fa414c33be60704c,2700000
ONL38%,Value,198,5ef31e7823d8a436ec2b7cc9,2700000
ONL38%,Value,199,5f08435cd719e9755afa3968,2700000
ONL38%,Value,200,5ed5b564fbca1c102552e8c8,2700000
ONL38%,Value,209,5edf1f721c9cad7a7818fd42,2700000
ONL38%,Value,210,5eda083cfd26f40fa91f6794,2700000
ONL38%,Value,212,5f06a19567297a04adb6bf89,2700000
ONL38%,Value,234,5eeb250373cddc7393472919,2700000
ONL38%,Value,242,5ef2cce123d8a436ec2b5e8e,2700000
OPEN12T,Percent,36,5f0eb6d17345e36bfe009fc0,20
OPEN12T,Percent,40,5edf1c481c9cad7a7818fcb2,20
OPEN12T,Percent,211,5eef390858c3db512fd91891,20
OPEN12T,Percent,222,5eef07a058c3db512fd90ed3,20
OPEN12T,Percent,228,5ef849c723d8a436ec2c6c0d,20
OPEN12T,Percent,229,5f059a6609a63c6ac06159cb,20
OPEN12T,Percent,239,5efb1fa0246ed2422754ac36,20
OPEN12T,Percent,244,5efafcf8246ed2422754999f,20
OPEN12T,Percent,256,5efaa7ef246ed242275472ba,20
OPEN12T,Percent,260,5f0ee16e154eb74524641e3b,20
OPEN12T,Percent,273,5f0060bf4a269435c6b67347,20
OPEN12T,Percent,275,5f005a4d4a269435c6b66fce,20
OPEN12T,Percent,276,5f0999c71473a8472845b0f7,20
OPEN12T,Percent,279,5f098fb61473a8472845ad07,20
OPEN12T,Percent,281,5f08487ca04f5f5c409b0075,20
OPEN12T,Percent,285,5f0067eb4a269435c6b67455,20
OPEN12T,Percent,289,5f067b6409a63c6ac0622d53,20
OPEN12T,Percent,290,5f053c884a269435c6b77af8,20
OPEN12T,Percent,294,5f0ed88053e18a2e00278ced,20
OPEN12T,Percent,298,5f0d68efec677e3d81bdcbac,20
OPEN12T,Percent,300,5f04762b4a269435c6b7684a,20
OPEN12T,Percent,303,5f0da6cfeb938b3c04cdddb7,20
OPEN12T,Percent,304,5f085e197fe52674678e41de,20
OPEN12T,Percent,305,5f04485d4a269435c6b759e2,20
OPEN12T,Percent,310,5f07d10baa71d33e9db56de8,20
OPEN12T,Percent,314,5f0e74e4eb938b3c04ce0154,20
OPEN12T,Percent,317,5f0aee081473a8472845e4dd,20
OPEN12T,Percent,321,5f0d97c0ec677e3d81bdf03a,20
OPEN12T,Percent,665,5f1986a3f1c454034dbb642a,20
OPEN24T,Percent,159,5efa17b4246ed24227546349,45
OPEN24T,Percent,213,5ef8133323d8a436ec2c65a2,45
OPEN24T,Percent,238,5ef81d0123d8a436ec2c6716,45
OPEN24T,Percent,245,5efb0be5246ed2422754a4dd,45
OPEN24T,Percent,257,5ef87b1423d8a436ec2c76b0,45
OPEN24T,Percent,272,5f0978131473a8472845a406,45
OPEN24T,Percent,291,5f01907f4a269435c6b6ac79,45
OPEN24T,Percent,293,5f03ea7c4a269435c6b72740,45
OPEN24T,Percent,662,5f1a5688f1c454034dbb97f3,45
OPENS04,Value,295,5f02f97a4a269435c6b70892,2720000
OPENSP,Percent,4,5d1c1644af26dccf9c15533b,50
OPENSP,Percent,7,5d883130dc8dac5257475a61,50
OPENSP,Percent,10,5efc3c48246ed24227553661,50
OPENSP,Percent,33,5efb2ca3246ed2422754af3b,50
OPENSP,Percent,34,5efaa8f9246ed2422754737f,50
OPENSP,Percent,38,5f007b074a269435c6b67a84,50
OPENSP,Percent,65,5f0166cc4a269435c6b6a1b8,50
OPENSP,Percent,66,5f0186864a269435c6b6a645,50
OPENSP,Percent,160,5eef098858c3db512fd9104d,50
OPENSP,Percent,179,5ef8624523d8a436ec2c706f,50
OPENSP,Percent,217,5efb117c246ed2422754a8e3,50
OPENSP,Percent,219,5ef9a90f246ed2422754421d,50
OPENSP,Percent,225,5f03f9064a269435c6b7319e,50
OPENSP,Percent,227,5f0aa3031473a8472845d576,50
OPENSP,Percent,235,5eef278c58c3db512fd916d5,50
OPENSP,Percent,240,5ef8325523d8a436ec2c6a85,50
OPENSP,Percent,241,5ef8211923d8a436ec2c6854,50
OPENSP,Percent,243,5ef9636d23d8a436ec2c86e3,50
OPENSP,Percent,254,5ef6fa2623d8a436ec2c4bdf,50
OPENSP,Percent,255,5efb2c06246ed2422754aee2,50
OPENSP,Percent,258,5f0157b74a269435c6b6a00c,50
OPENSP,Percent,261,5ef9ad02246ed242275459db,50
OPENSP,Percent,267,5f0d6861ec677e3d81bdca38,50
OPENSP,Percent,283,5f01ac3d4a269435c6b6b4e1,50
OPENSP,Percent,284,5f071339aa71d33e9db561ff,50
OPENSP,Percent,296,5f093ab57fe52674678e5130,50
OPENSP,Percent,297,5f0a94aa1473a8472845c8ea,50
OPENSP,Percent,299,5f0a7df51473a8472845c07e,50
OPENSP,Percent,301,5f0b1f941473a8472845e6c3,50
OPENSP,Percent,315,5f0ec6187345e36bfe00b1e2,50
OPENSP,Percent,326,5f1263ad607dc72b9765a4e6,50
OPENSP,Percent,655,5f16ad2197980f0f63104c05,50
OPENSP,Percent,658,5f17ad1097980f0f631091c2,50
OPENSP,Percent,659,5f17ae0797980f0f63109325,50
OPENSP,Percent,660,5f18f396f1c454034dbb0bcf,50
OPENSP,Percent,661,5f17c1f897980f0f6310ab60,50
PMI15%,Value,85,5e79bc5f8e2c983c5d5982cb,1300000
REF05%,Percent,5,5d71c26e577c3e3d9b605712,5
REF05%,Percent,24,5edf6d4b458f74398f53369b,5
REF05%,Percent,42,5ea95264186542400ec32637,5
REF05%,Percent,46,5e72f4da23ac333a83a34f87,5
REF05%,Percent,149,5eacddcf186542400ec3376c,5
REF05%,Percent,170,5ec1059dbc7e790f39678510,5
REF05%,Percent,172,5ec10545bc7e790f396784e5,5
REF05%,Percent,177,5ec35e8b26d29f0634f4ab29,5
REF05%,Percent,178,5ee98edbfa414c33be614774,5
REF05%,Percent,191,5ee06439458f74398f535561,5
REF05%,Percent,192,5ece30ff9ca3a87e5d06c89e,5
REF05%,Percent,236,5eef150058c3db512fd911a3,5
REF05%,Percent,237,5f006a1e4a269435c6b675ad,5
REF05%,Percent,250,5f03ef874a269435c6b72af1,5
REF05%,Percent,253,5efaad74246ed242275476be,5
REF05%,Percent,266,5efaab07246ed242275474ff,5
REF05%,Percent,268,5efb148a246ed2422754aa05,5
REF05%,Percent,287,5f0538f04a269435c6b776a7,5
REF05%,Percent,302,5f0fce6a154eb74524643cfb,5
REF05%,Percent,306,5f0465dc4a269435c6b76457,5
REF05%,Percent,7446,5f1bf94f2b907612636e03dd,5
REF10%,Percent,26,5e621399b586523c356fb543,10
REF10%,Percent,218,5ee5f93bfa414c33be60b0a2,10
REF15%,Percent,19,5e59d3815563452a1050e569,15
REF15%,Percent,166,5ecb878d38ab6c168ae1fee1,15
REF15%,Percent,215,5ee5a5ebfa414c33be60a8b5,15
REF15%,Percent,224,5efa9f2c246ed24227546ba1,15
REF15%,Percent,226,5ee5a7acfa414c33be60a93a,15
REF15%,Percent,278,5f046c394a269435c6b766fb,15
REF15%,Percent,308,5f059fb309a63c6ac0621beb,15
REF15%,Percent,318,5f0c29d01473a84728460afd,15
SPE_T2,Percent,53,5e55e64224e4877d91f5271d,10
SPE_T2,Percent,62,5e5f0ff0586d040ba88ae058,10
SPE_T2,Percent,80,5e79e2038e2c983c5d5995d5,10
SPE20%,Percent,55,5e6893d4bf490e2a9f08b05e,20
SPE20%,Percent,67,5e6892fbbf490e2a9f08b057,20
SPE20%,Percent,68,5e62064bb586523c356fafd9,20
SPE20%,Percent,69,5e64746203a86e02e25d5ca9,20
SPE20%,Percent,81,5e76ff2bd685ca625915f8ae,20
SUMMER2020,Percent,265,5efaa318246ed24227546da1,15
SUMMER2020,Percent,270,5efbefb5246ed2422754b8c3,15
SUMMER2020,Percent,311,5f07ec94aa71d33e9db58337,15
SUMMER2020,Percent,320,5f0d215c68a0412583fb7a4a,15
SUMMER2020,Percent,322,5f0e780beb938b3c04ce052a,15
SUMMER2020,Percent,325,5f118636607dc72b976591a4,15
SUMMER2020,Percent,654,5f166896f226c32f11c26bc6,15
SUMMER2020,Percent,664,5f18f2fcf1c454034dbb0b5c,15
TRIAN12T,Percent,220,5efeb15f20dc423437ff38ed,25
TRIAN12T,Percent,221,5ee441e4fa414c33be606ba7,25
TRIAN12T,Percent,252,5f0a95a11473a8472845c981,25
TRIAN12T,Percent,280,5f0476704a269435c6b7688e,25
TRIAN24T,Percent,8,5eeb7dccc85a0e42663cfb74,50
TRIANSP,Percent,17,5f0ac1b41473a8472845db24,55
TRIANSP,Percent,223,5ef9ba2b246ed24227545c37,55
TRIANSP,Percent,259,5ef8915223d8a436ec2c7875,55
TRIANSP,Percent,269,5efb1bb1246ed2422754ab9b,55
TRIANSP,Percent,282,5f0a6e881473a8472845bc87,55
TRIANSP,Percent,323,5f0e8cc1b14bb01bcee1544a,55
VOUCHER500,Value,653,5f12cb98607dc72b9765d5ae,500000
XCART4,Value,31,5e959f6597f41f2aed53b868,1700000
XCART4,Value,58,5e89e638170af14476d268ae,1700000
XCART4,Value,92,5e87eb057221167d4a3e41b4,1700000
XCART4,Value,93,5e8f2779c0cd6163145613e6,1700000
XCART4,Value,96,5e970c308d5abd54fdf932a7,1700000
XCART4,Value,105,5e9425355c02e004198b1260,1700000
XCART4,Value,112,5e97d6e18d5abd54fdf93a43,1700000
XCART4,Value,115,5e9811ba8d5abd54fdf94273,1700000
